Market_Value,Height_cm,Position,Age,National_Matches,National_Goals
50000.0,177.0,Midfield,27.0,0.0,0.0
200000.0,193.0,Midfield,28.0,0.0,0.0
550000.0,182.0,Attack,30.0,0.0,0.0
150000.0,194.0,Defender,35.0,0.0,0.0
600000.0,184.0,Midfield,26.0,6.0,0.0
350000.0,174.0,Defender,29.0,9.0,4.0
100000.0,178.0,Midfield,35.0,0.0,0.0
25000.0,178.0,Goalkeeper,31.0,0.0,0.0
2000000.0,189.0,Defender,28.0,65.0,4.0
325000.0,174.0,Midfield,27.0,28.0,5.0
700000.0,186.0,Attack,27.0,7.0,0.0
14000000.0,194.0,Midfield,28.0,0.0,0.0
1200000.0,175.0,Midfield,30.0,22.0,2.0
8000000.0,187.0,Attack,28.0,51.0,43.0
275000.0,178.0,Attack,28.0,48.0,28.0
125000.0,175.0,Midfield,26.0,5.0,0.0
150000.0,175.0,Defender,30.0,14.0,0.0
2000000.0,191.0,Defender,29.0,32.0,1.0
375000.0,187.0,Attack,30.0,0.0,0.0
150000.0,184.0,Defender,28.0,0.0,0.0
50000.0,178.0,Attack,33.0,0.0,0.0
125000.0,186.0,Goalkeeper,30.0,0.0,0.0
350000.0,175.0,Attack,26.0,60.0,15.0
800000.0,186.0,Goalkeeper,27.0,27.0,0.0
150000.0,187.0,Defender,27.0,0.0,0.0
3500000.0,181.0,Midfield,27.0,58.0,8.0
350000.0,182.0,Midfield,28.0,0.0,0.0
300000.0,170.0,Attack,27.0,0.0,0.0
500000.0,175.0,Midfield,28.0,0.0,0.0
75000.0,188.0,Defender,37.0,0.0,0.0
600000.0,184.0,Defender,30.0,9.0,1.0
175000.0,181.0,Defender,32.0,0.0,0.0
225000.0,182.0,Midfield,30.0,0.0,0.0
500000.0,192.0,Defender,28.0,53.0,4.0
1500000.0,179.0,Midfield,29.0,26.0,6.0
3000000.0,191.0,Defender,26.0,0.0,0.0
1200000.0,177.0,Attack,31.0,5.0,0.0
400000.0,185.0,Midfield,27.0,36.0,3.0
2300000.0,183.0,Attack,27.0,35.0,9.0
200000.0,175.0,Midfield,29.0,22.0,1.0
150000.0,172.0,Midfield,29.0,14.0,0.0
350000.0,184.0,Defender,31.0,101.0,10.0
900000.0,184.0,Defender,27.0,21.0,3.0
2000000.0,188.0,Defender,26.0,38.0,2.0
100000.0,176.0,Defender,33.0,0.0,0.0
600000.0,179.0,Defender,27.0,9.0,1.0
350000.0,185.0,Attack,27.0,2.0,1.0
325000.0,178.0,Midfield,27.0,1.0,0.0
100000.0,183.0,Defender,36.0,0.0,0.0
50000.0,194.0,Goalkeeper,28.0,0.0,0.0
6000000.0,193.0,Goalkeeper,27.0,29.0,0.0
400000.0,182.0,Attack,27.0,22.0,5.0
12000000.0,187.0,Defender,27.0,32.0,1.0
600000.0,179.0,Midfield,32.0,33.0,1.0
15000000.0,179.0,Attack,30.0,41.0,9.0
125000.0,175.0,Midfield,31.0,0.0,0.0
100000.0,186.0,Defender,26.0,58.0,1.0
400000.0,179.0,Midfield,26.0,13.0,2.0
200000.0,190.0,Attack,29.0,0.0,0.0
250000.0,177.0,Midfield,31.0,0.0,0.0
1200000.0,188.0,Attack,31.0,42.0,9.0
200000.0,182.0,Defender,30.0,0.0,0.0
150000.0,195.0,Goalkeeper,25.0,28.0,0.0
225000.0,175.0,Defender,27.0,0.0,0.0
1200000.0,179.0,Defender,30.0,0.0,0.0
400000.0,183.0,Defender,29.0,0.0,0.0
100000.0,176.0,Attack,30.0,2.0,0.0
25000.0,184.0,Goalkeeper,32.0,0.0,0.0
22000000.0,185.0,Midfield,29.0,14.0,0.0
250000.0,170.0,Attack,32.0,0.0,0.0
225000.0,180.0,Defender,34.0,4.0,0.0
1200000.0,193.0,Defender,30.0,2.0,0.0
500000.0,181.0,Midfield,31.0,0.0,0.0
9000000.0,182.0,Attack,30.0,0.0,0.0
650000.0,190.0,Defender,31.0,3.0,0.0
200000.0,188.0,Defender,29.0,0.0,0.0
900000.0,183.0,Defender,29.0,17.0,0.0
150000.0,183.0,Attack,33.0,0.0,0.0
3500000.0,176.0,Midfield,28.0,0.0,0.0
450000.0,177.0,Defender,31.0,0.0,0.0
175000.0,177.0,Defender,28.0,11.0,0.0
120000000.0,192.0,Attack,27.0,87.0,25.0
400000.0,179.0,Attack,30.0,0.0,0.0
250000.0,175.0,Midfield,35.0,0.0,0.0
200000.0,177.0,Midfield,29.0,0.0,0.0
150000.0,185.0,Attack,27.0,0.0,0.0
6000000.0,168.0,Attack,29.0,0.0,0.0
250000.0,175.0,Attack,31.0,0.0,0.0
1500000.0,193.0,Goalkeeper,26.0,0.0,0.0
1000000.0,177.0,Attack,36.0,0.0,0.0
25000.0,170.0,Midfield,30.0,0.0,0.0
200000.0,184.0,Midfield,33.0,0.0,0.0
275000.0,183.0,Midfield,32.0,0.0,0.0
300000.0,184.0,Goalkeeper,28.0,2.0,0.0
100000.0,176.0,Defender,31.0,0.0,0.0
1800000.0,178.0,Midfield,32.0,0.0,0.0
50000.0,186.0,Goalkeeper,30.0,0.0,0.0
700000.0,187.0,Attack,31.0,1.0,0.0
50000.0,185.0,Defender,31.0,11.0,0.0
25000000.0,181.0,Attack,29.0,83.0,28.0
175000.0,165.0,Midfield,28.0,56.0,14.0
200000.0,185.0,Defender,33.0,0.0,0.0
150000.0,185.0,Defender,29.0,34.0,1.0
900000.0,175.0,Midfield,29.0,26.0,0.0
100000.0,180.0,Defender,30.0,0.0,0.0
350000.0,171.0,Defender,29.0,0.0,0.0
800000.0,188.0,Defender,34.0,2.0,0.0
150000.0,178.0,Attack,31.0,0.0,0.0
100000.0,189.0,Goalkeeper,30.0,0.0,0.0
200000.0,181.0,Defender,33.0,0.0,0.0
500000.0,172.0,Midfield,32.0,0.0,0.0
200000.0,175.0,Midfield,30.0,0.0,0.0
25000.0,180.0,Midfield,27.0,0.0,0.0
150000.0,174.0,Midfield,27.0,0.0,0.0
400000.0,178.0,Attack,29.0,0.0,0.0
1200000.0,182.0,Attack,33.0,0.0,0.0
200000.0,172.0,Midfield,35.0,0.0,0.0
100000.0,180.0,Defender,30.0,0.0,0.0
250000.0,185.0,Midfield,28.0,2.0,0.0
250000.0,168.0,Attack,32.0,10.0,1.0
100000.0,169.0,Attack,30.0,0.0,0.0
350000.0,180.0,Goalkeeper,34.0,0.0,0.0
1000000.0,178.0,Attack,30.0,5.0,3.0
6500000.0,176.0,Attack,28.0,68.0,8.0
500000.0,178.0,Midfield,32.0,0.0,0.0
4000000.0,178.0,Midfield,27.0,0.0,0.0
500000.0,175.0,Attack,31.0,0.0,0.0
150000.0,177.0,Defender,36.0,0.0,0.0
100000.0,190.0,Defender,31.0,0.0,0.0
400000.0,185.0,Defender,28.0,6.0,0.0
750000.0,173.0,Attack,28.0,0.0,0.0
300000.0,185.0,Defender,31.0,0.0,0.0
100000.0,182.0,Midfield,31.0,0.0,0.0
350000.0,198.0,Attack,27.0,0.0,0.0
350000.0,182.0,Defender,27.0,0.0,0.0
850000.0,172.0,Midfield,30.0,0.0,0.0
350000.0,170.0,Midfield,33.0,0.0,0.0
7000000.0,180.0,Midfield,28.0,32.0,6.0
50000.0,183.0,Defender,28.0,0.0,0.0
350000.0,186.0,Attack,33.0,9.0,5.0
125000.0,183.0,Goalkeeper,27.0,5.0,0.0
50000.0,187.0,Defender,30.0,0.0,0.0
12000000.0,181.0,Attack,29.0,0.0,0.0
400000.0,188.0,Defender,33.0,0.0,0.0
150000.0,185.0,Midfield,30.0,18.0,0.0
1000000.0,178.0,Attack,30.0,44.0,8.0
6000000.0,185.0,Attack,30.0,8.0,2.0
125000.0,188.0,Defender,35.0,0.0,0.0
125000.0,178.0,Midfield,28.0,0.0,0.0
100000.0,175.0,Midfield,28.0,0.0,0.0
3000000.0,191.0,Attack,30.0,11.0,2.0
550000.0,185.0,Defender,31.0,0.0,0.0
200000.0,184.0,Goalkeeper,30.0,0.0,0.0
100000.0,183.0,Midfield,30.0,0.0,0.0
400000.0,185.0,Attack,30.0,0.0,0.0
200000.0,186.0,Defender,30.0,0.0,0.0
1500000.0,186.0,Defender,29.0,6.0,0.0
200000.0,188.0,Goalkeeper,30.0,0.0,0.0
7000000.0,175.0,Defender,29.0,1.0,0.0
3000000.0,177.0,Attack,27.0,13.0,1.0
175000.0,177.0,Defender,34.0,0.0,0.0
4500000.0,171.0,Midfield,31.0,34.0,5.0
200000.0,181.0,Attack,31.0,0.0,0.0
300000.0,179.0,Midfield,29.0,0.0,0.0
2500000.0,175.0,Defender,29.0,65.0,2.0
350000.0,178.0,Attack,31.0,0.0,0.0
250000.0,181.0,Defender,30.0,0.0,0.0
2500000.0,184.0,Defender,30.0,22.0,3.0
200000.0,186.0,Defender,30.0,0.0,0.0
300000.0,193.0,Defender,31.0,2.0,0.0
400000.0,193.0,Goalkeeper,28.0,3.0,0.0
3500000.0,174.0,Defender,27.0,55.0,0.0
300000.0,178.0,Attack,27.0,53.0,14.0
450000.0,180.0,Midfield,27.0,73.0,11.0
200000.0,165.0,Attack,31.0,0.0,0.0
3000000.0,176.0,Midfield,27.0,64.0,7.0
120000000.0,188.0,Midfield,27.0,91.0,8.0
500000.0,180.0,Attack,30.0,10.0,2.0
400000.0,188.0,Goalkeeper,27.0,14.0,0.0
500000.0,189.0,Goalkeeper,27.0,3.0,0.0
200000.0,177.0,Defender,27.0,27.0,0.0
400000.0,174.0,Attack,26.0,46.0,13.0
6000000.0,178.0,Midfield,30.0,23.0,3.0
75000.0,192.0,Defender,26.0,5.0,0.0
300000.0,185.0,Defender,26.0,0.0,0.0
150000.0,181.0,Defender,26.0,22.0,1.0
100000.0,184.0,Defender,26.0,20.0,0.0
7000000.0,192.0,Defender,26.0,15.0,4.0
4000000.0,183.0,Midfield,26.0,17.0,3.0
800000.0,169.0,Attack,26.0,16.0,3.0
1400000.0,173.0,Defender,31.0,0.0,0.0
400000.0,194.0,Defender,27.0,22.0,2.0
5000000.0,190.0,Attack,31.0,98.0,46.0
200000.0,180.0,Attack,32.0,0.0,0.0
150000.0,184.0,Midfield,30.0,0.0,0.0
200000.0,187.0,Attack,31.0,0.0,0.0
250000.0,180.0,Attack,30.0,0.0,0.0
500000.0,190.0,Defender,29.0,0.0,0.0
650000.0,186.0,Defender,28.0,0.0,0.0
150000.0,178.0,Attack,30.0,0.0,0.0
500000.0,186.0,Defender,30.0,4.0,0.0
125000.0,175.0,Midfield,30.0,0.0,0.0
200000.0,185.0,Defender,30.0,0.0,0.0
6500000.0,175.0,Defender,29.0,23.0,0.0
4000000.0,182.0,Defender,28.0,24.0,2.0
125000.0,178.0,Attack,31.0,0.0,0.0
300000.0,171.0,Defender,28.0,0.0,0.0
1500000.0,174.0,Midfield,29.0,13.0,0.0
35000000.0,184.0,Midfield,28.0,69.0,7.0
1500000.0,169.0,Midfield,32.0,0.0,0.0
2500000.0,180.0,Attack,29.0,11.0,1.0
250000.0,187.0,Goalkeeper,29.0,0.0,0.0
300000.0,174.0,Attack,28.0,0.0,0.0
7000000.0,189.0,Defender,26.0,61.0,0.0
2500000.0,186.0,Goalkeeper,26.0,33.0,0.0
500000.0,186.0,Midfield,26.0,0.0,0.0
6000000.0,191.0,Goalkeeper,26.0,38.0,0.0
5000000.0,187.0,Defender,26.0,83.0,15.0
75000.0,188.0,Defender,34.0,6.0,0.0
1800000.0,166.0,Attack,31.0,0.0,0.0
200000.0,180.0,Defender,29.0,0.0,0.0
3500000.0,169.0,Attack,32.0,0.0,0.0
300000.0,185.0,Defender,31.0,0.0,0.0
175000.0,178.0,Defender,30.0,0.0,0.0
5000000.0,172.0,Midfield,30.0,22.0,1.0
1500000.0,175.0,Attack,32.0,0.0,0.0
75000.0,203.0,Goalkeeper,29.0,5.0,0.0
3000000.0,180.0,Midfield,28.0,0.0,0.0
75000.0,189.0,Goalkeeper,29.0,0.0,0.0
250000.0,194.0,Defender,29.0,7.0,0.0
1200000.0,181.0,Defender,26.0,0.0,0.0
175000.0,176.0,Attack,26.0,0.0,0.0
150000.0,188.0,Goalkeeper,29.0,0.0,0.0
250000.0,188.0,Defender,30.0,4.0,1.0
150000.0,187.0,Goalkeeper,31.0,0.0,0.0
200000.0,182.0,Attack,30.0,16.0,1.0
50000000.0,183.0,Attack,26.0,66.0,34.0
700000.0,175.0,Attack,31.0,11.0,4.0
1200000.0,197.0,Defender,31.0,18.0,1.0
2000000.0,180.0,Defender,27.0,6.0,1.0
1200000.0,175.0,Midfield,34.0,0.0,0.0
400000.0,175.0,Attack,29.0,1.0,1.0
150000.0,173.0,Midfield,29.0,8.0,0.0
200000.0,185.0,Attack,30.0,0.0,0.0
1500000.0,173.0,Attack,31.0,0.0,0.0
75000.0,180.0,Midfield,36.0,0.0,0.0
2000000.0,182.0,Defender,29.0,0.0,0.0
1200000.0,178.0,Attack,31.0,0.0,0.0
2500000.0,180.0,Defender,28.0,35.0,1.0
800000.0,194.0,Goalkeeper,27.0,44.0,0.0
500000.0,190.0,Defender,28.0,2.0,0.0
2000000.0,180.0,Attack,27.0,6.0,2.0
500000.0,189.0,Defender,27.0,0.0,0.0
2800000.0,189.0,Defender,29.0,12.0,0.0
200000.0,197.0,Goalkeeper,28.0,2.0,0.0
250000.0,177.0,Midfield,30.0,0.0,0.0
125000.0,188.0,Defender,30.0,0.0,0.0
250000.0,168.0,Attack,26.0,0.0,0.0
4000000.0,180.0,Midfield,27.0,34.0,2.0
175000.0,185.0,Defender,33.0,0.0,0.0
3000000.0,190.0,Goalkeeper,27.0,24.0,0.0
3000000.0,176.0,Defender,27.0,54.0,1.0
100000.0,187.0,Attack,28.0,11.0,3.0
200000.0,183.0,Defender,32.0,2.0,0.0
100000.0,180.0,Attack,28.0,3.0,0.0
350000.0,192.0,Attack,30.0,0.0,0.0
75000.0,190.0,Defender,33.0,0.0,0.0
300000.0,187.0,Defender,30.0,3.0,0.0
175000.0,190.0,Goalkeeper,31.0,0.0,0.0
50000000.0,177.0,Attack,26.0,87.0,33.0
400000.0,185.0,Midfield,28.0,0.0,0.0
2500000.0,183.0,Midfield,28.0,0.0,0.0
2000000.0,181.0,Defender,29.0,0.0,0.0
2000000.0,173.0,Defender,31.0,0.0,0.0
4000000.0,200.0,Attack,29.0,25.0,4.0
350000.0,193.0,Defender,28.0,24.0,1.0
14000000.0,185.0,Defender,29.0,0.0,0.0
400000.0,176.0,Attack,30.0,0.0,0.0
50000.0,168.0,Attack,28.0,0.0,0.0
250000.0,180.0,Midfield,27.0,0.0,0.0
125000.0,187.0,Goalkeeper,29.0,0.0,0.0
50000.0,175.0,Defender,29.0,0.0,0.0
50000.0,180.0,Midfield,35.0,0.0,0.0
3000000.0,185.0,Attack,29.0,8.0,0.0
150000.0,175.0,Attack,26.0,8.0,0.0
200000.0,172.0,Attack,30.0,0.0,0.0
400000.0,173.0,Midfield,29.0,0.0,0.0
1600000.0,180.0,Attack,27.0,31.0,4.0
125000.0,187.0,Goalkeeper,27.0,25.0,0.0
17000000.0,183.0,Attack,26.0,0.0,0.0
550000.0,173.0,Defender,27.0,0.0,0.0
2000000.0,180.0,Midfield,27.0,0.0,0.0
200000.0,187.0,Defender,29.0,5.0,0.0
150000.0,173.0,Midfield,26.0,49.0,4.0
400000.0,177.0,Attack,26.0,0.0,0.0
200000.0,170.0,Midfield,26.0,17.0,1.0
24000000.0,190.0,Defender,26.0,0.0,0.0
900000.0,190.0,Defender,26.0,40.0,2.0
400000.0,183.0,Attack,26.0,14.0,1.0
1200000.0,178.0,Attack,26.0,55.0,7.0
550000.0,186.0,Defender,31.0,0.0,0.0
1000000.0,177.0,Attack,27.0,0.0,0.0
600000.0,178.0,Defender,27.0,14.0,0.0
30000000.0,192.0,Defender,27.0,28.0,0.0
250000.0,184.0,Defender,27.0,33.0,1.0
150000.0,179.0,Defender,26.0,0.0,0.0
150000.0,179.0,Midfield,26.0,0.0,0.0
1500000.0,185.0,Defender,26.0,12.0,4.0
8000000.0,192.0,Goalkeeper,26.0,24.0,0.0
5000000.0,183.0,Attack,26.0,0.0,0.0
350000.0,178.0,Defender,27.0,26.0,1.0
350000.0,178.0,Midfield,27.0,5.0,0.0
1500000.0,192.0,Defender,29.0,21.0,1.0
1800000.0,176.0,Defender,30.0,48.0,1.0
1000000.0,180.0,Goalkeeper,28.0,0.0,0.0
4000000.0,186.0,Defender,27.0,51.0,1.0
700000.0,175.0,Midfield,27.0,43.0,2.0
1000000.0,199.0,Goalkeeper,27.0,15.0,0.0
500000.0,180.0,Midfield,27.0,0.0,0.0
250000.0,170.0,Attack,27.0,0.0,0.0
900000.0,170.0,Attack,29.0,0.0,0.0
100000.0,192.0,Defender,30.0,0.0,0.0
12000000.0,187.0,Midfield,29.0,0.0,0.0
500000.0,184.0,Midfield,26.0,0.0,0.0
250000.0,189.0,Defender,28.0,0.0,0.0
300000.0,174.0,Defender,28.0,0.0,0.0
275000.0,176.0,Midfield,29.0,0.0,0.0
250000.0,182.0,Midfield,26.0,7.0,0.0
150000.0,185.0,Defender,26.0,0.0,0.0
4000000.0,191.0,Defender,27.0,66.0,0.0
200000.0,183.0,Defender,28.0,10.0,0.0
25000.0,184.0,Attack,27.0,0.0,0.0
250000.0,188.0,Defender,34.0,0.0,0.0
200000.0,178.0,Attack,33.0,0.0,0.0
1800000.0,178.0,Attack,29.0,12.0,2.0
175000.0,168.0,Attack,27.0,1.0,0.0
3500000.0,182.0,Defender,28.0,3.0,1.0
1200000.0,193.0,Defender,31.0,0.0,0.0
50000.0,177.0,Midfield,33.0,16.0,1.0
25000.0,184.0,Midfield,30.0,0.0,0.0
600000.0,197.0,Defender,32.0,41.0,0.0
700000.0,189.0,Goalkeeper,29.0,0.0,0.0
350000.0,175.0,Defender,29.0,0.0,0.0
2000000.0,178.0,Midfield,29.0,0.0,0.0
125000.0,178.0,Defender,28.0,0.0,0.0
700000.0,191.0,Midfield,28.0,0.0,0.0
300000.0,182.0,Midfield,30.0,0.0,0.0
1200000.0,173.0,Attack,31.0,46.0,6.0
5000000.0,175.0,Attack,27.0,0.0,0.0
700000.0,184.0,Midfield,26.0,23.0,3.0
500000.0,180.0,Defender,32.0,0.0,0.0
150000.0,189.0,Attack,32.0,0.0,0.0
3800000.0,170.0,Midfield,28.0,66.0,3.0
125000.0,182.0,Defender,26.0,25.0,6.0
2000000.0,187.0,Defender,26.0,41.0,3.0
10000000.0,176.0,Midfield,26.0,50.0,5.0
450000.0,184.0,Midfield,26.0,19.0,2.0
250000.0,189.0,Defender,31.0,0.0,0.0
500000.0,184.0,Defender,31.0,0.0,0.0
2000000.0,192.0,Attack,28.0,4.0,0.0
100000.0,179.0,Defender,31.0,0.0,0.0
200000.0,178.0,Attack,30.0,0.0,0.0
2000000.0,183.0,Midfield,28.0,19.0,4.0
2000000.0,185.0,Midfield,27.0,0.0,0.0
5000000.0,168.0,Attack,29.0,6.0,1.0
250000.0,184.0,Midfield,31.0,0.0,0.0
300000.0,182.0,Attack,31.0,0.0,0.0
1000000.0,184.0,Defender,27.0,0.0,0.0
1000000.0,187.0,Attack,27.0,42.0,10.0
2500000.0,185.0,Midfield,27.0,50.0,5.0
225000.0,173.0,Midfield,34.0,0.0,0.0
1000000.0,178.0,Defender,31.0,0.0,0.0
6000000.0,190.0,Midfield,28.0,2.0,0.0
800000.0,185.0,Midfield,28.0,19.0,0.0
4500000.0,188.0,Midfield,29.0,39.0,2.0
150000.0,177.0,Attack,28.0,0.0,0.0
4000000.0,183.0,Attack,27.0,0.0,0.0
150000.0,165.0,Midfield,31.0,0.0,0.0
300000.0,188.0,Defender,26.0,0.0,0.0
1000000.0,175.0,Midfield,27.0,3.0,0.0
100000.0,183.0,Midfield,31.0,0.0,0.0
350000.0,173.0,Midfield,27.0,34.0,2.0
6000000.0,184.0,Defender,31.0,0.0,0.0
100000.0,190.0,Attack,31.0,0.0,0.0
300000.0,167.0,Attack,30.0,0.0,0.0
25000.0,185.0,Defender,31.0,0.0,0.0
750000.0,176.0,Defender,31.0,0.0,0.0
100000.0,182.0,Defender,29.0,0.0,0.0
1500000.0,165.0,Attack,27.0,21.0,4.0
400000.0,184.0,Defender,29.0,0.0,0.0
500000.0,180.0,Defender,33.0,50.0,0.0
50000.0,180.0,Defender,32.0,0.0,0.0
250000.0,186.0,Defender,26.0,9.0,0.0
25000.0,181.0,Midfield,27.0,0.0,0.0
200000.0,176.0,Attack,31.0,0.0,0.0
125000.0,179.0,Midfield,27.0,0.0,0.0
500000.0,191.0,Defender,30.0,0.0,0.0
3000000.0,175.0,Attack,29.0,15.0,1.0
100000.0,202.0,Attack,27.0,0.0,0.0
150000.0,177.0,Midfield,27.0,0.0,0.0
75000.0,179.0,Midfield,28.0,4.0,0.0
1500000.0,193.0,Goalkeeper,29.0,6.0,0.0
1200000.0,185.0,Defender,31.0,3.0,0.0
800000.0,175.0,Attack,29.0,0.0,0.0
2000000.0,169.0,Midfield,29.0,0.0,0.0
200000.0,175.0,Midfield,28.0,0.0,0.0
250000.0,180.0,Midfield,29.0,18.0,0.0
300000.0,177.0,Midfield,27.0,0.0,0.0
50000.0,180.0,Midfield,29.0,0.0,0.0
2500000.0,172.0,Attack,30.0,0.0,0.0
100000.0,184.0,Defender,31.0,0.0,0.0
200000.0,182.0,Defender,32.0,0.0,0.0
150000.0,182.0,Attack,34.0,0.0,0.0
150000.0,180.0,Attack,29.0,8.0,3.0
600000.0,193.0,Defender,27.0,9.0,0.0
3000000.0,178.0,Attack,32.0,0.0,0.0
75000.0,188.0,Defender,29.0,0.0,0.0
1500000.0,178.0,Midfield,28.0,29.0,3.0
5000000.0,172.0,Attack,27.0,34.0,11.0
50000.0,183.0,Attack,28.0,0.0,0.0
24000000.0,173.0,Attack,28.0,0.0,0.0
150000.0,175.0,Midfield,28.0,0.0,0.0
50000.0,190.0,Defender,28.0,0.0,0.0
200000.0,184.0,Midfield,27.0,2.0,0.0
100000.0,187.0,Defender,30.0,0.0,0.0
650000.0,173.0,Attack,30.0,0.0,0.0
100000.0,171.0,Defender,33.0,0.0,0.0
25000.0,180.0,Attack,30.0,0.0,0.0
200000.0,176.0,Defender,28.0,0.0,0.0
75000.0,172.0,Midfield,31.0,0.0,0.0
800000.0,198.0,Goalkeeper,29.0,0.0,0.0
400000.0,187.0,Defender,27.0,33.0,1.0
2800000.0,201.0,Defender,29.0,0.0,0.0
2000000.0,176.0,Midfield,29.0,5.0,0.0
200000.0,178.0,Midfield,27.0,22.0,4.0
500000.0,182.0,Attack,29.0,0.0,0.0
1000000.0,190.0,Midfield,27.0,16.0,1.0
300000.0,186.0,Midfield,29.0,0.0,0.0
100000.0,185.0,Goalkeeper,35.0,0.0,0.0
200000.0,178.0,Attack,32.0,0.0,0.0
50000.0,182.0,Goalkeeper,27.0,0.0,0.0
200000.0,198.0,Goalkeeper,25.0,0.0,0.0
150000.0,175.0,Midfield,28.0,0.0,0.0
250000.0,187.0,Attack,31.0,0.0,0.0
150000.0,195.0,Attack,29.0,0.0,0.0
400000.0,185.0,Midfield,28.0,0.0,0.0
800000.0,190.0,Defender,29.0,0.0,0.0
200000.0,190.0,Defender,35.0,0.0,0.0
300000.0,182.0,Midfield,29.0,0.0,0.0
100000.0,179.0,Attack,32.0,0.0,0.0
150000.0,184.0,Defender,27.0,5.0,0.0
250000.0,180.0,Midfield,32.0,0.0,0.0
300000.0,176.0,Attack,27.0,0.0,0.0
150000.0,186.0,Midfield,30.0,0.0,0.0
3000000.0,180.0,Midfield,29.0,0.0,0.0
75000.0,192.0,Defender,29.0,0.0,0.0
250000.0,180.0,Attack,30.0,0.0,0.0
2200000.0,195.0,Defender,28.0,5.0,0.0
13000000.0,190.0,Defender,28.0,14.0,0.0
3500000.0,175.0,Midfield,28.0,69.0,15.0
200000.0,193.0,Defender,28.0,1.0,0.0
1800000.0,184.0,Defender,27.0,33.0,0.0
500000.0,191.0,Defender,29.0,2.0,0.0
1800000.0,185.0,Midfield,29.0,20.0,2.0
75000.0,183.0,Attack,36.0,0.0,0.0
300000.0,170.0,Attack,27.0,0.0,0.0
600000.0,171.0,Attack,29.0,27.0,8.0
300000.0,179.0,Midfield,29.0,6.0,0.0
350000.0,186.0,Midfield,30.0,0.0,0.0
300000.0,176.0,Attack,28.0,0.0,0.0
10000.0,180.0,Goalkeeper,39.0,0.0,0.0
350000.0,184.0,Attack,28.0,14.0,4.0
400000.0,190.0,Goalkeeper,34.0,0.0,0.0
350000.0,179.0,Attack,27.0,0.0,0.0
200000.0,195.0,Defender,27.0,0.0,0.0
150000.0,173.0,Attack,30.0,1.0,0.0
4000000.0,187.0,Defender,28.0,0.0,0.0
100000.0,171.0,Midfield,26.0,0.0,0.0
600000.0,190.0,Goalkeeper,30.0,0.0,0.0
700000.0,172.0,Attack,32.0,0.0,0.0
700000.0,196.0,Defender,30.0,0.0,0.0
2500000.0,175.0,Defender,26.0,11.0,0.0
100000.0,186.0,Attack,29.0,0.0,0.0
2500000.0,176.0,Defender,26.0,0.0,0.0
10000.0,186.0,Midfield,27.0,9.0,0.0
200000.0,187.0,Goalkeeper,29.0,0.0,0.0
50000.0,185.0,Defender,27.0,0.0,0.0
150000.0,185.0,Defender,26.0,0.0,0.0
600000.0,174.0,Midfield,32.0,0.0,0.0
6000000.0,190.0,Defender,28.0,25.0,1.0
350000.0,180.0,Attack,30.0,0.0,0.0
200000.0,176.0,Midfield,28.0,0.0,0.0
100000.0,174.0,Defender,29.0,0.0,0.0
50000.0,175.0,Defender,28.0,0.0,0.0
450000.0,178.0,Defender,31.0,0.0,0.0
100000.0,172.0,Midfield,28.0,0.0,0.0
900000.0,174.0,Midfield,26.0,0.0,0.0
50000.0,184.0,Defender,26.0,5.0,1.0
200000.0,179.0,Midfield,27.0,19.0,0.0
3000000.0,179.0,Midfield,27.0,88.0,15.0
1500000.0,196.0,Goalkeeper,27.0,0.0,0.0
600000.0,178.0,Attack,27.0,0.0,0.0
75000.0,189.0,Attack,27.0,0.0,0.0
500000.0,194.0,Goalkeeper,29.0,8.0,0.0
250000.0,187.0,Defender,27.0,0.0,0.0
100000.0,180.0,Midfield,27.0,0.0,0.0
400000.0,189.0,Defender,29.0,0.0,0.0
1000000.0,173.0,Defender,30.0,0.0,0.0
5000000.0,180.0,Defender,27.0,0.0,0.0
75000.0,172.0,Midfield,27.0,0.0,0.0
1000000.0,185.0,Midfield,28.0,11.0,1.0
100000.0,179.0,Attack,31.0,0.0,0.0
200000.0,178.0,Defender,30.0,0.0,0.0
300000.0,186.0,Goalkeeper,26.0,0.0,0.0
100000.0,175.0,Midfield,27.0,0.0,0.0
12000000.0,190.0,Midfield,27.0,47.0,8.0
50000.0,173.0,Defender,25.0,1.0,0.0
5000000.0,181.0,Attack,25.0,11.0,0.0
175000.0,187.0,Attack,31.0,0.0,0.0
50000.0,175.0,Midfield,27.0,0.0,0.0
75000.0,181.0,Attack,27.0,3.0,0.0
125000.0,170.0,Midfield,34.0,35.0,1.0
25000.0,179.0,Midfield,26.0,0.0,0.0
225000.0,180.0,Midfield,26.0,0.0,0.0
4000000.0,187.0,Defender,27.0,0.0,0.0
225000.0,189.0,Defender,28.0,0.0,0.0
225000.0,191.0,Goalkeeper,29.0,0.0,0.0
45000000.0,182.0,Defender,26.0,82.0,8.0
4000000.0,182.0,Attack,26.0,50.0,15.0
10000.0,177.0,Attack,27.0,0.0,0.0
150000.0,188.0,Defender,26.0,0.0,0.0
50000.0,186.0,Goalkeeper,27.0,0.0,0.0
9500000.0,184.0,Midfield,27.0,17.0,3.0
18000000.0,176.0,Attack,27.0,2.0,0.0
225000.0,174.0,Defender,27.0,0.0,0.0
600000.0,183.0,Midfield,27.0,4.0,0.0
12000000.0,179.0,Attack,26.0,57.0,15.0
1500000.0,170.0,Attack,27.0,13.0,0.0
